va,name,size
0x0046B120,?InitVideo@@YAGPAUGlobalData@@@Z,903
0x0046B4B0,?CleanVideo@@YAGPAUGlobalData@@@Z,4
0x0046B4C0,?InitAudio@@YAGPAUGlobalData@@@Z,4
0x0046B4D0,?CleanAudio@@YAGPAUGlobalData@@@Z,4
0x0046B4E0,?SetupCobra@@YAGPAUGlobalData@@@Z,79
0x0046B530,?CleanupCobra@@YAGPAUGlobalData@@@Z,37
0x0046B560,?MainLoop@@YAGPAUGlobalData@@@Z,2081
0x0046BD90,FUN_0046bd90,80
0x0046BDE0,?MPFlushAll@@YIXD@Z,110
0x0046BE50,?MPCheckConnection@@YGXXZ,581
0x0046C0A0,FUN_0046c0a0,171
0x0046C150,?MPSetSlowComm@@YGXXZ,55
0x0046C190,?MPConnect@@YGXXZ,190
0x0046C250,?MPShutdown@@YGXXZ,1
0x0046C260,?MPTimeSync@@YGXXZ,17
0x0046C280,?MPMissionInit1@@YGXXZ,12
0x0046C28C,FUN_0046c28c,474
0x0046C470,?MPMissionInit2@@YGXXZ,130
0x0046C500,?MPMissionShutdown@@YGXXZ,20
0x0046C520,?MPService@@YGXXZ,347
0x0046C680,FUN_0046c680,245
0x0046C780,FUN_0046c780,219
0x0046C860,FUN_0046c860,175
0x0046C910,FUN_0046c910,103
0x0046C980,?MPReceive@@YGDXZ,15
0x0046C98F,FUN_0046c98f,8617
0x0046EC40,FUN_0046ec40,26
0x0046EC60,FUN_0046ec60,111
0x0046ECD0,FUN_0046ecd0,55
0x0046ED10,FUN_0046ed10,148
0x0046EDB0,FUN_0046edb0,71
0x0046EE00,FUN_0046ee00,53
0x0046EE40,FUN_0046ee40,71
0x0046EE90,FUN_0046ee90,57
0x0046EED0,?MPSend@@YGXXZ,15
0x0046EEDF,FUN_0046eedf,2909
0x0046FA40,FUN_0046fa40,27
0x0046FA60,FUN_0046fa60,394
0x0046FBF0,FUN_0046fbf0,346
0x0046FD50,FUN_0046fd50,71
0x0046FDB0,?MPRemoveCurObj@@YGXXZ,67
0x0046FE00,?MPEndMission@@YGXXZ,43
0x0046FE30,?MPSendGameMode@@YGXXZ,56
0x0046FE70,?MPAddScore@@YGXJG@Z,121
0x0046FEF0,?MPSendMissionSucceeded@@YGXXZ,47
0x0046FF20,FUN_0046ff20,68
0x0046FF70,?MPPaused@@YGDXZ,76
0x0046FFC0,?MPSetPaused@@YIXD@Z,68
0x00470010,?MPProjAdd@@YGXXZ,12
0x0047001C,FUN_0047001c,300
0x00470150,?MPEjectAdd@@YIXGG@Z,75
0x004701A0,?MPManAdd@@YGXGPADEPAUF24_POINT3@@1J@Z,12
0x004701AC,FUN_004701ac,161
0x00470250,?MPPrepareForInterp@@YGXPAUANGLE@@J@Z,12
0x0047025C,FUN_0047025c,769
0x00470560,FUN_00470560,222
0x00470640,?MPMsgSend@@YIXPAUT_MSG@@@Z,313
0x00470780,FUN_00470780,209
0x004708B0,?MPGraphicAddCrater@@YIXPAUF24_POINT3@@J@Z,67
0x00470900,?MPGraphicAddExp@@YGXJPAUF24_POINT3@@GDDD@Z,133
0x00470990,?MPGraphicAddSmoke@@YGXJPAUF24_POINT3@@JJJG@Z,133
0x00470A20,?MPGraphicAddDebris@@YGXJPAUF24_POINT3@@PAUWORD_POINT3@@JD@Z,111
0x00470A90,?MPGraphicAddClusterRelease@@YGXJPAUF24_POINT3@@PAUWORD_POINT3@@JD@Z,111
0x00470B00,?MPGraphicAddSpecialDebris@@YGXPAUF24_POINT3@@GD@Z,109
0x00470B70,?MPGraphicAddHulk@@YIXPAUF24_POINT3@@J@Z,67
0x00470BC0,?MPLaunchDevice@@YGXGEJEPAUWORD_POINT3@@@Z,103
0x00470C30,?MPGraphicAddFire@@YGXEPAUF24_POINT3@@GPAUWORD_POINT3@@JJJ@Z,180
0x00470CF0,?MPGraphicAddSmokeAdder@@YGXPAUF24_POINT3@@GPAUWORD_POINT3@@JJJJJJ@Z,196
0x00470DC0,?MPGraphicRemove@@YGXXZ,60
0x00470E00,?MPShellSendScreen@@YIXJ@Z,61
0x00470E40,?MPPlayerChoseSide@@YIXE@Z,52
0x00470EB0,?MPQuickButtonText@@YIXJPAD@Z,55
0x00470F60,?MPFortButtonText@@YIXJPAD@Z,55
0x00470FD0,?MPFortButtonText2@@YIXJPAD@Z,55
0x00471010,?MPSendAntiCheat@@YIXPADJ@Z,92
0x00471070,?MPSendCheatsOn@@YIXD@Z,52
0x004710B0,?MPSendFrameRate@@YIXJ@Z,52
0x004710F0,?MPShowFrameRate@@YIXD@Z,52
0x00471130,?MPSingleFilename@@YIXPAD@Z,88
0x00471190,?MPSendPrefs@@YGXXZ,85
0x004711F0,?MPMaybePausedMsg@@YGXXZ,367
0x00471360,?MPWpnStats@@YGXJPADGGJ@Z,151
0x00471400,?MPKillStats@@YIXGG@Z,75
0x00471450,?MPLandingStats@@YIXGJ@Z,62
0x00471490,?MPHUDMessage@@YIXPAD@Z,58
0x004714D0,?MPStatusInit@@YIXXZ,61
0x00471510,?MPStatusSet@@YIXJ@Z,65
0x00471560,?MPStatusToDrawSet@@YIXJ@Z,65
0x004715B0,?MPStatusDraw@@YIXD@Z,12
0x004715BC,FUN_004715bc,702
0x00471880,FUN_00471880,104
0x004718F0,FUN_004718f0,225
0x004719E0,?MPEveryoneStatus@@YIDJ@Z,68
0x00471A30,?MPWaitEveryoneStatus@@YGDJDDD@Z,93
0x00471A90,FUN_00471a90,235
0x00471B80,FUN_00471b80,71
0x00471BD0,?MPAssignPlayers@@YGXXZ,15
0x00471BDF,FUN_00471bdf,946
0x00471FA0,FUN_00471fa0,351
0x00472130,FUN_00472130,303
0x00472260,?MPSetControl@@YGXJGD@Z,97
0x004722D0,?MPRequestControl@@YIXG@Z,96
0x00472330,?MPChangePlaneType@@YGXGPAD@Z,108
0x004723A0,?MPSetFuel@@YIXG@Z,87
0x00472400,?MPSetHardpoints@@YIXG@Z,279
0x00472520,?MPSetWaypoints@@YIXGPAUWAYPOINT@@@Z,135
0x004725B0,?MPLifeNotify@@YGXPAD0D@Z,189
0x00472670,FUN_00472670,12
0x0047267C,FUN_0047267c,1043
0x00472A90,?MPKey@@YIGG@Z,2383
0x004733E0,?MPCheckDisconnect@@YGDXZ,467
0x004735C0,?MPShellInitMessages@@YGXXZ,11
0x004735D0,FUN_004735d0,167
0x00473680,_FlightControlOverMe@0,48
0x004736B0,@NPCSetStateTarget@8,55
0x00473A40,_OBJEventProc,247
0x00473B40,?OBJDamageProc@@YAXPAUHIT_OBJ_DATA@@@Z,157
0x00473BE0,_OBJProc,42
0x00473C10,_Kill@0,394
0x00473DB0,_GVProc,40
0x00473DE0,?GVDoCurrentWaypoint@@YADXZ,365
0x00473F50,_GVEventProc,1554
0x00474570,FUN_00474570,115
0x00474620,FUN_00474620,35
0x00474650,@NPCSetReact@12,240
0x00474740,@AmmoForClass@4,128
0x004747C0,@Alive@4,54
0x00474800,_FlightMenu,5820
0x00476060,?jdiv_round_up@@YAJJJ@Z,16
0x00476070,?jround_up@@YAJJJ@Z,24
0x00476090,?jcopy_sample_rows@@YAXPAPAEH0HHI@Z,71
0x004760E0,?jcopy_block_row@@YAXPAY0EA@F0I@Z,25
0x00476100,?jzero_far@@YAXPAXI@Z,27
0x00476120,_WinMain@16,87
0x004763EB,FUN_004763eb,8
0x004764B0,?InitApplication@@YAHPAX@Z,428
0x00476660,?CreateGameThread@@YAHXZ,156
0x00476700,?EndGame@@YAXXZ,124
0x00476780,FUN_00476780,80
0x004767D0,FUN_004767d0,24
0x004767F0,?DisplayCopyright@@YAXPAX@Z,137
0x00476880,_LimitFromLowSpeed@12,103
0x004768F0,@WrapHB@4,44
0x00476920,@WrapP@4,44
0x00476950,_StickInput@28,322
0x00476AA0,@GToTurn@8,63
0x00476AE0,_MovePlane@0,1220
0x00476FB0,FUN_00476fb0,90
0x00477010,FUN_00477010,297
0x00477140,_CheckLandingParms@0,251
0x00477240,_CheckLanding@0,676
0x004774F0,FUN_004774f0,145
0x00477590,_FMTurbulence@0,11
0x0047759B,FUN_0047759b,1900
0x00477D10,_COMinSpeed@0,25
0x00477D30,_COCornerSpeed@0,25
0x00477D50,_MaxSpeed@8,76
0x00477DA0,FUN_00477da0,165
0x00477E50,_COMaxSpeed@0,16
0x00477E60,_COAcc@0,21
0x00477E80,_CODacc@0,21
0x00477EA0,_COBv@0,39
0x00477ED0,_COBrv@0,441
0x00478090,_COBankRate@0,60
0x004780D0,_COTurnRate@0,115
0x00478150,_COTurnRadius@0,59
0x00478190,@COThrust@4,54
0x00478200,@COSig@20,657
0x004784A0,_COGPullDrag@0,74
0x004784F0,FUN_004784f0,44
0x00478520,?Create@CDirDrawSurface@@QAEHPAUIDirectDraw@@PAU_DDSURFACEDESC@@@Z,515
0x0047872D,FUN_0047872d,8
0x00478740,?SetEntries@CDirDrawSurface@@QAEHPAUT_RGB@@JJD@Z,210
0x004787FD,FUN_004787fd,8
0x00478830,?Restore@CDirDrawSurface@@QAEHXZ,112
0x004788A0,?Lock@CDirDrawSurface@@QAEPAU_DDSURFACEDESC@@PAUtagRECT@@H@Z,96
0x00478900,?Unlock@CDirDrawSurface@@QAEHXZ,59
0x00478940,?Blit@CDirDrawSurface@@QAEJPAUtagRECT@@PAUIDirectDrawSurface@@0K@Z,157
0x004789E0,?InitSurfaceDesc@CDirDrawSurface@@SAXPAU_DDSURFACEDESC@@@Z,28
0x00478A00,?Destroy@CDirDrawSurface@@QAEXXZ,207
0x00478AD0,?Destroy@CDirDrawSurface@@QAEXXZ,5
0x00478AE0,?Clear@CDirDrawSurface@@QAEJXZ,174
0x00478BC0,_LibStartUp,1800
0x004792D0,_LibShutDown,120
0x00479350,_LibUpdate,14
0x0047935E,FUN_0047935e,709
0x00479630,_DoLoadLibFile,12
0x0047963C,FUN_0047963c,417
0x004798B0,_SearchLib,162
0x00479960,__FindNext@8,242
0x00479A60,__FindFirst@8,179
0x00479B20,__FindClose@4,33
0x00479B50,?MatchPattern@@YADPAD0@Z,115
0x00479BD0,@LibOpen@8,169
0x00479C80,_LibRead,158
0x00479D20,_LibClose,27
0x00479D40,_LibFileSize,86
0x00479DA0,_GetDiskFree,109
0x00479E10,_G_FindFirstFile@8,143
0x00479EA0,_G_FindNextFile@8,123
0x00479F20,_G_FindClose@4,46
0x00479F50,@GetDosFileTime@12,136
0x00479FE0,FUN_00479fe0,45
0x0047A090,_LibSeek@8,154
0x0047A130,@LibFileExists@4,990
0x0047A510,FUN_0047a510,143
0x0047A5A0,_InitGraphicsMode,112
0x0047A610,_InitGraphicsSystem,83
0x0047A690,_FMAircraftSetup@0,216
0x0047A770,_FMGetAcc@12,239
0x0047A860,FUN_0047a860,91
0x0047A8C0,FUN_0047a8c0,161
0x0047A970,FUN_0047a970,484
0x0047AB60,FUN_0047ab60,187
0x0047AC20,FUN_0047ac20,54
0x0047AC60,_FMGetNPCAcc@0,366
0x0047ADD0,_ThrustSupport@0,224
0x0047AEB0,_FMVertMotion@0,103
0x0047AF20,_GetGround@0,80
0x0047AF70,_FMSetTV@8,141
0x0047B000,_FMResetTV@0,30
0x0047B020,_FMFlight@0,6202
0x0047C860,FUN_0047c860,283
0x0047C980,FUN_0047c980,225
0x0047CA70,FUN_0047ca70,260
0x0047CB80,FUN_0047cb80,91
0x0047CBE0,FUN_0047cbe0,135
0x0047CC70,FUN_0047cc70,52
0x0047CCB0,FUN_0047ccb0,180
0x0047CD70,FUN_0047cd70,61
0x0047CDB0,FUN_0047cdb0,177
0x0047CE70,FUN_0047ce70,53
0x0047CEB0,_MANAdd@24,565
0x0047D0F0,@MANRunAway@4,153
0x0047D190,?PageText@@YIPADJ@Z,57
0x0047D1D0,?FormatInit@@YAXXZ,40
0x0047D200,?FindSectionHeader@@YGPADPAD0J@Z,188
0x0047D2C0,@FindSection@8,224
0x0047D3A0,FUN_0047d3a0,29
0x0047D3C0,FUN_0047d3c0,86
0x0047D420,FUN_0047d420,23
0x0047D440,?PrepareText@@YGJPADJJJJJJJJD@Z,607
0x0047D6C0,FUN_0047d6c0,60
0x0047D700,FUN_0047d700,2707
0x0047E1B0,FUN_0047e1b0,3389
0x0047EEF0,FUN_0047eef0,59
0x0047EF30,?PrintText@@YIXJ@Z,180
0x0047EFF0,?FreeTextStuff@@YGXXZ,88
0x0047F050,?EndText@@YGXXZ,90
0x0047F0B0,?InTextButton@@YIDJJ@Z,76
0x0047F100,?CN_NewSetLines@@YAXFFF@Z,135
0x0047F190,?CN_NewPrint@@YAXPAD@Z,471
0x0047F370,?CN_ClearLines@@YAXXZ,19
0x0047F390,?CN_SetLines@@YAXJJ@Z,20
0x0047F3B0,?CN_Print@@YAXPAE@Z,335
0x0047F500,?_GetString@@YAJPAD00JJJ@Z,201
0x0047F5D0,?CN_GetString@@YAJPADPAE@Z,30
0x0047F610,?ClipString@@YAXJJJPAD@Z,11
0x0047F61B,FUN_0047f61b,170
0x0047F6D0,?CN_SetFactoryDefaults@@YAXPAUCN_INFO@@@Z,109
0x0047F740,?CfigChecksum@@YAJPAUCN_INFO@@@Z,87
0x0047F7A0,?CN_ReadConfig@@YAXPAUCN_INFO@@PAE@Z,393
0x0047F930,?CN_WriteConfig@@YAXPAUCN_INFO@@PAE@Z,96
0x0047F990,?RunSimpleConnect@@YGXJPAD@Z,158
0x0047FA30,?RunDisconnectScreen@@YGXXZ,23
0x0047FA50,__ArmPlane@4,71
0x0047FAA0,__SingleMission@0,14
0x0047FAAE,FUN_0047faae,1028
0x0047FEC0,__CreateQuickMission@4,110
0x0047FF30,__CreateFortMission@4,16
0x0047FF40,__CreateFortMission2@4,16
0x0047FF50,__CreateProMission@0,103
0x0047FFC0,__AircraftReference@0,9
0x0047FFD0,__ViewPilots@0,10
0x0047FFE0,__StartCampaign@0,29
0x00480000,__ContinueCampaign@0,18
0x00480020,__BriefPaper@12,234
0x00480110,__BriefMap@4,60
0x00480150,__SelectPlane@4,77
0x004801A0,__RepairPlane,29
0x004801C0,_InitAntiCheat,104
0x00480230,?ComputeCRC@@YGJPAUOBJ_TYPE@@@Z,564
0x004804C0,?GetAntiCheatIndex@@YGJPAD@Z,104
0x00480530,_FindAntiCheatIndex@4,104
0x004805A0,_UpdateAntiCheat@8,12
0x004805AC,FUN_004805ac,215
0x00480690,_PostAntiCheat@0,105
0x00480700,?PostCheatsOn@@YGJXZ,73
0x00480750,?_MISSIONInit1@@YGXXZ,625
0x004809D0,FUN_004809d0,85
0x00480A30,?_MISSIONInit2@@YGXXZ,270
0x00480B40,_MISSIONInit1@0,5
0x00480B50,_MISSIONInit2@0,5
0x00480B60,_MISSIONInit3@0,5
0x00480B80,_MISSIONInitMedalInfo@0,94
0x00480BE0,_MISSIONSetCheating@0,56
0x00480C20,_LoadCampaignProc,18
0x00480E10,_AddCampaignStore,143
0x00480EA0,@LoadCampaignStores@4,240
0x00481150,?AtFriendlyAP@@YGDXZ,59
0x004812B0,?CampaignDiskError@@YAXXZ,99
0x00481320,_CampaignSave,77
0x00481370,_CampaignOff,79
0x004813C0,?AbortCampaign@@YIDXZ,48
0x004813F0,@CampaignMenu@4,71
0x00481440,_CallCampaignProc@4,1198
0x00481920,FUN_00481920,32
0x00481940,_CallMissionProc@8,166
0x004819F0,_MISSIONShutdown@0,120
0x00481A70,_MISSIONSuccess@0,11
0x00481A7B,FUN_00481a7b,250
0x00481B80,_AlmostHome@0,71
0x00481BD0,?ConvertOldPreferredTargetId@@YIJG@Z,54
0x00481C10,_MISSIONTextProc@16,8291
0x00483C90,FUN_00483c90,116
0x00483D10,FUN_00483d10,26
0x00483D30,FUN_00483d30,25
0x00483D50,FUN_00483d50,133
0x00484D90,_EndOfMissionStats@0,673
0x00485040,_EndOfFortMissionStats@0,379
0x004851C0,_MISSIONFortDestroyed@4,146
0x00485260,_MISSIONFortDestroyedByFort@4,132
0x004852F0,_MISSIONFortStatus@4,132
0x00485380,FUN_00485380,283
0x004854A0,FUN_004854a0,57
0x004854E0,_WpnStats@28,507
0x004856F0,FUN_004856f0,303
0x00485820,_KillStats@12,537
0x00485A40,_LandingStats@12,145
0x00485AE0,_ConvertPilotFiles@0,1037
0x00485EF0,_CheckCD,284
0x00486010,_MISSIONLoadCommonResources@0,72
0x00486060,_CanBackUp@0,143
0x004860F0,?MISSIONFortWin@@YGDJ@Z,97
0x00486160,_MISSIONEndScenario@0,719
0x00486440,_MISSIONScoreSides@0,141
0x004864D0,@MISSIONScore@4,46
0x00486500,@MISSIONSortPlayers@4,47
0x00486580,_MISSIONAddScore@12,585
0x004867D0,FUN_004867d0,50
0x00486810,_MISSIONPrefsChanged@0,67
0x00486860,_MISSIONCheckSuccess@0,69
0x004868B0,_MISSIONSucceededForThisPlayer@0,83
0x00486910,@MISSIONEnsureLegalName@4,96
0x004869A0,_TIMESystemTime@0,106
0x00486A10,_TIMEInit@12,113
0x00486A90,_TIMERestart@0,11
0x00486AA0,_TIMEUpdate@0,330
0x00486BF0,FUN_00486bf0,99
0x00486C60,@TIMESetCompression@4,28
0x00486CF0,_FPSInit,32
0x00486D10,_FPSUpdate@0,131
0x00486DA0,@FPSPrint@4,32
0x00486DC0,FUN_00486dc0,46
0x00486DF0,?FPSPrint2@@YIXPADJ@Z,27
0x00486E10,?FPSReturn@@YAJXZ,6
0x00486E20,_InstallTimerInt,94
0x00486F00,FUN_00486f00,27
0x00486F20,FUN_00486f20,63
0x00486F60,FUN_00486f60,766
0x00487260,FUN_00487260,175
0x00487310,FUN_00487310,10
0x0048731A,FUN_0048731a,297
0x00487450,FUN_00487450,112
0x004874C0,?sapopensocket@@YAIPAUNET_PROTOCOL@@PAUCN_INFO@@JPAD@Z,422
0x00487A10,?WaitUntil@@YIXK@Z,42
0x00487A3A,@WaitTicks@4,41
0x00487A63,_DialogSetup@12,1016
0x00487E90,FUN_00487e90,572
0x004880D0,_DialogShow@0,159
0x00488170,FUN_00488170,10
0x00488180,FUN_00488180,10
0x00488190,_DialogShutDown@8,359
0x00488300,_DialogDone@0,360
0x00488470,?DialogDraw@@YGXPAX@Z,30
0x00488490,@DialogUpdate@4,2617
0x00488F00,FUN_00488f00,44
0x00488F30,FUN_00488f30,31
0x00488F50,FUN_00488f50,106
0x00488FC0,_DialogWhatItem@0,6
0x00488FD0,FUN_00488fd0,146
0x00489070,FUN_00489070,241
0x00489170,FUN_00489170,34
0x004891A0,FUN_004891a0,121
0x00489220,FUN_00489220,177
0x004892E0,@DialogGetPtr@4,28
0x00489300,@DialogGetValue@4,60
0x00489400,_DialogSetRocker@8,37
0x00489430,_DialogSetValue,152
0x004894F0,@DialogSelectItem@4,103
0x00489580,@DialogDeselectItem@4,75
0x004895D0,_DialogSetString@12,100
0x00489660,_DialogUpdateString,53
0x004896A0,@DialogGetString@4,108
0x00489710,_TopCenterDialog,66
0x0048A080,FUN_0048a080,20
0x0048A260,FUN_0048a260,80
0x0048A2B0,FUN_0048a2b0,62
0x0048A7D0,_PrintPageNums@16,262
0x0048A8E0,FUN_0048a8e0,36
0x0048B450,FUN_0048b450,132
0x0048B4E0,_DrawRocker,968
0x0048B8B0,FUN_0048b8b0,62
0x0048B8F0,FUN_0048b8f0,62
0x0048BBE0,FUN_0048bbe0,31
0x0048BC00,FUN_0048bc00,96
0x0048BC60,_DrawSliderVert,387
0x0048BDF0,FUN_0048bdf0,99
0x0048BE60,_CheckMousePtr@16,95
0x0048BEC0,FUN_0048bec0,140
0x0048BF50,FUN_0048bf50,66
0x0048BFA0,FUN_0048bfa0,150
0x0048C040,FUN_0048c040,1220
0x0048C510,FUN_0048c510,94
0x0048C570,FUN_0048c570,45
0x0048C5A0,FUN_0048c5a0,359
0x0048D030,@ShellClickSound@8,90
0x0048D090,@ShellDisabledSound@4,61
0x0048D0D0,@DisableActionButton@4,11
0x0048D0F0,_DialogEnableItem@12,75
0x0048D140,@DialogItemIsEnabled@4,15
0x0048D150,@LimitEditFieldLength@4,7
0x0048D160,FUN_0048d160,111
0x0048D1E0,FUN_0048d1e0,114
0x0048D2B0,_SAYInit@0,51
0x0048D2F0,_SAYInit2@0,65
0x0048D340,_SAYShutdown@0,1
0x0048D350,@SAYMsg@4,99
0x0048D3C0,_SAYDefaultSayProc,66
0x0048D410,FUN_0048d410,13
0x0048D420,FUN_0048d420,76
0x0048D470,FUN_0048d470,364
0x0048D5E0,FUN_0048d5e0,19
0x0048D600,FUN_0048d600,10
0x0048D610,FUN_0048d610,200
0x0048D6E0,FUN_0048d6e0,157
0x0048E140,FUN_0048e140,11
0x0048E150,FUN_0048e150,53
0x0048E190,FUN_0048e190,434
0x0048E350,FUN_0048e350,148
0x0048E3F0,FUN_0048e3f0,50
0x0048E430,FUN_0048e430,171
0x0048E4E0,FUN_0048e4e0,267
0x0048E5F0,FUN_0048e5f0,334
0x0048E740,FUN_0048e740,396
0x0048E920,@SAYRearmMessage@8,37
0x0048E950,FUN_0048e950,191
0x0048EA10,@SAYSuppRadarMessage@12,264
0x0048EB20,@SAYLowFuelMessage@8,286
0x004900F0,FUN_004900f0,204
0x00490480,FUN_00490480,2498
0x00490ED0,FUN_00490ed0,84
0x00490F30,@SAYTranslate@4,510
0x00491130,_SAYFortAircraft,187
0x004911F0,_SAYFortStatus,73
0x00491240,@OBJGet@4,14
0x00491250,_OBJInit@4,99
0x004912C0,_OBJShutdown@0,50
0x00491300,_OBJAlloc@4,23
0x00491320,_OBJStopAdding@0,29
0x00491340,_OBJFindHumans@0,151
0x004913E0,_OBJAdd@8,161
0x00491490,_OBJSubtract@0,36
0x004914C0,@OBJAlias@8,104
0x00491530,_OBJCreateAliases@0,219
0x00491610,_OBJAliasPreferred@16,95
0x00491670,_OBJAliasAll@12,166
0x00491720,_OBJAliasWaypoint@16,92
0x00491780,_OBJAliasForMulti@0,78
0x004917D0,_OBJNextAliasForMulti@0,20
0x004917F0,_OBJTempAlias@0,31
0x00491810,_OBJSetControl@16,188
0x004918D0,_OBJHumanName@0,451
0x00491AA0,FUN_00491aa0,562
0x00491CF0,FUN_00491cf0,166
0x00491E10,FUN_00491e10,52
0x00491E50,FUN_00491e50,515
0x00492060,FUN_00492060,117
0x00492280,?ShowSlewObj@@YAXXZ,85
0x004922E0,?SER_RemoteQueueFull@@YADXZ,17
0x00492300,?SER_UpdateRemoteQueueStatus@@YAXJ@Z,39
0x00492330,?SER_ProcessStatusPacket@@YAXAAUSERIAL_PACKET_WRAPPER@@@Z,90
0x00492390,?SER_ProcessDataPacket@@YAXAAUSERIAL_PACKET_WRAPPER@@@Z,26
0x004923B0,?SER_ProcessResentPacket@@YAXAAUSERIAL_PACKET_WRAPPER@@@Z,163
0x00492460,?SER_ProcessRequestPacket@@YAXAAUSERIAL_PACKET_WRAPPER@@@Z,81
0x004924C0,?SER_WrapPacket@@YAXAAUSERIAL_PACKET_WRAPPER@@AAUSERIAL_PACKET@@@Z,160
0x00492570,?SER_ProcessIncomingPacket@@YAXUSERIAL_PACKET@@@Z,267
0x00492690,?SER_ReadIncomingPackets@@YAXXZ,11
0x0049269B,FUN_0049269b,154
0x00492740,?doConfigurationScreen@@YAXJP6AXPAUCN_INFO@@PAD@Z@Z,2572
0x00493160,FUN_00493160,846
0x004934C0,FUN_004934c0,670
0x00493760,FUN_00493760,22
0x00493780,?RunIPXOptionsDialog@@YAXPAUCN_INFO@@PAD@Z,1317
0x00493CC0,FUN_00493cc0,50
0x00493D00,FUN_00493d00,84
0x00493D60,FUN_00493d60,68
0x00493DB0,FUN_00493db0,89
0x00493E10,FUN_00493e10,203
0x00493EF0,FUN_00493ef0,80
0x00493F40,FUN_00493f40,58
0x00493F80,FUN_00493f80,87
0x00493FE0,FUN_00493fe0,247
0x00494200,FUN_00494200,18
0x00494220,FUN_00494220,69
0x00494270,@ReadSticksRaw@0,93
0x004942D0,_InitJoysticks@0,337
0x00494430,?GetJoystickType@@YA?AW4JOYRESULT@@K@Z,98
0x004944A0,?ReadDevice@@YA?AW4JOYRESULT@@K@Z,210
0x00494580,?ScaleToRange@@YGJMMMMMMD@Z,299
0x004946B0,@NormalizeStick@16,11
0x004946BB,FUN_004946bb,917
0x00494A50,@GetPOV@0,129
0x00494AE0,@ASynchJoystick@0,97
0x00494B50,@ReadJoystickButtons@0,73
0x00494BB0,?noIO@@YAJJPAD@Z,3
0x00494BC0,?MP_Initialize@@YAJPAUCN_INFO@@J@Z,211
0x00494CB0,?MP_Info@@YAPAUMP_INFO@@XZ,6
0x00494CC0,?MP_Shutdown@@YAXXZ,106
0x00494D40,?MP_SetTransmitTimeout@@YAXJ@Z,10
0x00494D60,FUN_00494d60,65
0x00494DB0,FUN_00494db0,67
0x00494E00,FUN_00494e00,408
0x00494FA0,FUN_00494fa0,176
0x00495130,FUN_00495130,511
0x00495380,FUN_00495380,460
0x00495550,FUN_00495550,262
0x00495660,FUN_00495660,279
0x00495780,FUN_00495780,61
0x00495E00,FUN_00495e00,120
0x00495E80,FUN_00495e80,4054
0x00496E60,FUN_00496e60,212
0x00496F40,?spxinit@@YADPAUNET_ADDRESS_LIST@@@Z,190
0x00497000,?spxinit2@@YADPAUNET_PROTOCOL@@PAUCN_INFO@@@Z,11
0x00497010,?spxlisten@@YAIXZ,176
0x004970C0,FUN_004970c0,130
0x00497150,?spxconnect@@YAIPAUNET_ADDRESS@@@Z,123
0x004971D0,?convert_addr_ipx2usnf@@YAXPAUNET_ADDRESS@@PAUsockaddr_ipx@@@Z,57
0x00497210,?convert_addr_usnf2ipx@@YAXPAUsockaddr_ipx@@PAUNET_ADDRESS@@@Z,59
0x00497290,?spxbuildaddress@@YADPAUNET_PROTOCOL@@PAUCN_INFO@@PAUNET_ADDRESS@@@Z,62
0x00497330,@G_FlipY@4,12
0x00497340,@G_Init@0,164
0x004973F0,@G_Shutdown@0,149
0x00497490,_G_InitLineStats@0,34
0x004974C0,_G_SetPalette@16,28
